,genre,type,episodes,rating_anime,members,rating_user,Mature,SliceOfLife,Fiction,Action,Shonen,Others,Sexual,Josei
4687,"Action, Comedy, Ecchi",Special,6,6.64,12299,4.445255474452555,,,,1.0,1.0,,1.0,
4688,"Comedy, Romance, School",TV,13,6.64,23968,5.180327868852459,,1.0,,,1.0,,,
4689,"Comedy, Ecchi, Romance",TV,36,6.64,551,4.0,,1.0,,,1.0,,1.0,
4690,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038,3.6363636363636362,,1.0,,,1.0,,,1.0
4691,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223,4.5,,1.0,,,1.0,,,
4692,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758,4.888888888888889,1.0,1.0,1.0,,1.0,,1.0,
4693,"Drama, Historical, Josei",OVA,2,6.64,8305,4.959514170040486,1.0,,,,,,,1.0
4694,"Adventure, Shounen",Movie,1,6.64,271,0.4,,,,,1.0,,,
4695,"Action, Parody",OVA,1,6.64,575,4.947368421052632,,,,1.0,1.0,,,
4696,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164,4.2,,,1.0,1.0,,,,
4697,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225,3.5714285714285716,,,1.0,1.0,1.0,,,
4698,Comedy,ONA,5,6.64,19389,4.690756302521009,,,,,1.0,,,
4699,"Action, Adventure, Sci-Fi",Movie,1,6.64,1948,7.0,,,1.0,1.0,1.0,,,
4700,Magic,Special,3,6.64,6194,4.420814479638009,,,1.0,,,,,
4701,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,2765,4.974683544303797,,,,,1.0,1.0,1.0,
4702,"Comedy, Mecha, Parody",OVA,2,6.64,1982,4.219178082191781,,,1.0,,1.0,,,
4703,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350,4.25,,,1.0,,1.0,,,
4704,"Action, Demons, Supernatural",Movie,1,6.64,7736,5.483443708609271,,,1.0,1.0,,,,
4705,"Action, Adventure, Kids",TV,51,6.64,413,4.65,,,,1.0,1.0,,,
4706,"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,4079,4.25,,,1.0,,1.0,,,
4707,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601,4.537313432835821,,,1.0,1.0,1.0,,,
4708,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477,5.014940239043825,,,1.0,1.0,1.0,,,
4709,"Comedy, School, Slice of Life",Special,3,6.64,4444,4.8979591836734695,,1.0,,,1.0,,,
4710,"Fantasy, Magic, Romance",TV,11,6.64,3674,4.93048128342246,,1.0,1.0,,,,,
4711,Adventure,Special,1,6.64,244,4.2,,,,,1.0,,,
4712,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168,5.251727901054929,,,1.0,1.0,1.0,,,
4713,"Drama, Historical, Slice of Life",TV,26,6.64,476,5.411764705882353,1.0,1.0,,,,,,
4714,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,3821,5.361963190184049,1.0,1.0,,,1.0,,,
4715,Comedy,Special,7,6.63,14515,4.6798941798941796,,,,,1.0,,,
4716,"Ecchi, Harem, Seinen",OVA,1,6.63,17570,5.266427718040621,1.0,1.0,,,,,1.0,
4717,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215,5.7368421052631575,1.0,,1.0,1.0,1.0,,,
4718,Music,Movie,1,6.63,2825,5.595041322314049,,,,,1.0,,,
4719,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487,1.0,,,1.0,,1.0,,,
4720,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,26360,4.869918699186992,,1.0,,,1.0,,,
4721,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609,1.4,,1.0,1.0,1.0,1.0,,,
4722,Horror,TV,35,6.63,637,4.5,1.0,,,,,,,
4723,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281,5.116279069767442,,,1.0,1.0,,1.0,,
4724,Comedy,Special,2,6.63,3230,4.89622641509434,,,,,1.0,,,
4725,"Military, School",Special,4,6.63,2296,4.628571428571429,,1.0,,,,1.0,,
4726,"Adventure, Mecha, Space",Movie,1,6.63,1849,4.625,,,1.0,,1.0,,,
4727,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551,5.662337662337662,,,1.0,,1.0,,,
4728,"Comedy, School, Shoujo Ai",Special,1,6.63,7062,4.7781456953642385,,1.0,,,1.0,,,1.0
4729,"Drama, Historical, Military, Seinen",Special,2,6.62,8011,4.754716981132075,1.0,,,,,1.0,,
4730,"Comedy, Slice of Life",Special,3,6.63,2920,4.62015503875969,,1.0,,,1.0,,,
4731,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810,4.684210526315789,,,1.0,1.0,1.0,,,
4732,"Action, Comedy, Shounen, Sports",Movie,1,6.63,474,4.666666666666667,,,,1.0,1.0,,,
4733,"Comedy, Drama, Slice of Life",TV,331,6.63,1083,4.766666666666667,1.0,1.0,,,1.0,,,
4734,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,1991,5.232876712328767,,1.0,1.0,1.0,1.0,,1.0,
4735,"Comedy, School, Slice of Life",TV,13,6.63,15046,5.299509001636661,,1.0,,,1.0,,,
4736,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526,5.14320987654321,,1.0,,,1.0,,1.0,
4737,"Comedy, Drama, Ecchi",OVA,1,6.63,21200,5.089627391742195,1.0,,,,1.0,,1.0,
4738,"Comedy, Fantasy, Romance, School",TV,13,6.63,3956,4.556962025316456,,1.0,1.0,,1.0,,,
4739,"Adventure, Fantasy",Special,1,6.63,8541,4.356687898089172,,,1.0,,1.0,,,
4740,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,2625,4.927927927927928,,,1.0,,1.0,,,
4741,Slice of Life,Special,4,6.63,538,4.0,,1.0,,,,,,
4742,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,263,3.142857142857143,,1.0,1.0,,1.0,,,
4743,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110,2.2,,,1.0,1.0,1.0,1.0,,
4744,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,34109,4.939974457215836,1.0,1.0,1.0,,1.0,,1.0,
4745,Action,ONA,1,6.63,3424,5.595238095238095,,,,1.0,,,,
4746,"Adventure, Drama, Magic",Movie,1,6.63,3717,5.246666666666667,1.0,,1.0,,1.0,,,
4747,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807,5.296511627906977,1.0,,1.0,1.0,1.0,,,
4748,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292,5.363636363636363,1.0,1.0,,,1.0,,,
4749,"Action, Ecchi, School, Shounen",OVA,1,6.63,8509,4.489583333333333,,1.0,,1.0,1.0,,1.0,
4750,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759,5.373743718592965,1.0,,,1.0,1.0,1.0,,
4751,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317,5.311594202898551,1.0,,1.0,,1.0,,,
4752,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392,4.934673366834171,1.0,,1.0,1.0,1.0,,,
4753,Comedy,Special,8,6.62,5241,2.586206896551724,,,,,1.0,,,
4754,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337,5.588527092342916,1.0,1.0,1.0,,,1.0,,
4755,Comedy,Special,1,6.62,625,4.8,,,,,1.0,,,
4756,Mystery,OVA,1,6.62,976,3.4,,,,,,1.0,,
4757,"Sci-Fi, Seinen",Special,1,6.62,4593,-1.0,1.0,,1.0,,,,,
4758,"Comedy, Fantasy, Magic, Romance",Special,4,6.62,1184,3.847826086956522,,1.0,1.0,,1.0,,,
4759,Adventure,Movie,1,6.62,818,5.7368421052631575,,,,,1.0,,,
4760,"Magic, Shoujo",TV,26,6.62,440,5.666666666666667,,1.0,1.0,,,,,
4761,Comedy,Special,1,6.62,18358,4.859649122807017,,,,,1.0,,,
4762,"Comedy, Ecchi, Romance",Special,5,6.62,4688,5.060283687943262,,1.0,,,1.0,,1.0,
4763,"Ecchi, Martial Arts, School, Super Power",TV,13,6.62,88969,5.176655389076848,,1.0,,1.0,1.0,,1.0,
4764,"Comedy, Fantasy, Magic, Shoujo",TV,39,6.62,1007,5.0,,1.0,1.0,,1.0,,,
4765,Comedy,Special,9,6.62,23216,4.667701863354037,,,,,1.0,,,
4766,Music,Music,1,6.62,6634,4.83112582781457,,,,,1.0,,,
4767,"Action, Dementia, Drama, Sci-Fi",Movie,1,6.62,8230,4.9912536443148685,1.0,,1.0,1.0,,,,
4768,Music,OVA,1,6.62,1381,4.8108108108108105,,,,,1.0,,,
4769,"Comedy, Drama, Slice of Life",TV,13,6.62,3748,4.758620689655173,1.0,1.0,,,1.0,,,
4770,"Romance, School, Shoujo",OVA,2,6.62,20953,5.02760736196319,,1.0,,,,,,
4771,Music,Music,1,6.62,473,5.285714285714286,,,,,1.0,,,
4772,"Action, Comedy, Shounen",Movie,1,6.62,3500,5.0212765957446805,,,,1.0,1.0,,,
4773,"Comedy, School, Slice of Life",Special,2,6.62,2769,4.747747747747748,,1.0,,,1.0,,,
4774,"Adventure, Kids",Movie,1,6.62,483,4.75,,,,,1.0,,,
4775,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,70559,5.37037037037037,1.0,1.0,,,1.0,,,
4776,"Adventure, Drama, Fantasy, Romance",Movie,1,6.62,3462,5.375,1.0,1.0,1.0,,1.0,,,
4777,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.62,465,4.666666666666667,1.0,1.0,,1.0,1.0,,,
4778,Adventure,Movie,1,6.62,1175,4.628571428571429,,,,,1.0,,,
4779,"Drama, Kids",ONA,1,6.62,97,6.0,1.0,,,,1.0,,,
4780,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52,6.62,800,1.625,,,1.0,1.0,1.0,1.0,,
4781,"Adventure, Comedy, Drama",TV,26,6.62,229,5.0,1.0,,,,1.0,,,
4782,"Comedy, Shounen Ai, Sports",OVA,2,6.62,4085,5.259615384615385,,,,1.0,1.0,,,1.0
4783,"Comedy, Ecchi, Fantasy",OVA,1,6.62,4023,5.119617224880383,,,1.0,,1.0,,1.0,
4784,"Comedy, Drama, Romance",Movie,1,6.62,904,4.4,1.0,1.0,,,1.0,,,
4785,"Romance, School, Shoujo",Special,10,6.62,17684,4.072595281306715,,1.0,,,,,,
4786,Fantasy,Movie,1,6.62,479,4.25,,,1.0,,,,,
4787,"Drama, Romance",ONA,1,6.62,11347,5.1568627450980395,1.0,1.0,,,,,,
4788,Comedy,TV,13,6.62,985,5.121951219512195,,,,,1.0,,,
4789,"Action, Drama, Fantasy",Special,2,6.62,2667,3.425531914893617,1.0,,1.0,1.0,,,,
4790,"Action, Drama, Sports",OVA,12,6.61,714,2.642857142857143,1.0,,,1.0,,,,
4791,"Comedy, Seinen, Slice of Life",TV,12,6.61,31295,5.171189979123174,1.0,1.0,,,1.0,,,
4792,Shounen,Movie,1,6.61,1087,3.0689655172413794,,,,,1.0,,,
4793,"Comedy, Kids, Mecha, School, Super Power",Special,1,6.61,215,6.25,,1.0,1.0,,1.0,,,
4794,"Action, Drama, Mecha, Military, School, Supernatural",OVA,5,6.61,6467,3.217741935483871,1.0,1.0,1.0,1.0,,1.0,,
4795,"Action, Supernatural, Vampire",Special,1,6.61,9758,4.200367647058823,1.0,,1.0,1.0,,,,
4796,Comedy,Special,3,6.61,497,4.0,,,,,1.0,,,
4797,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3,6.61,196,4.0,,,1.0,1.0,1.0,,,
4798,"Adventure, Comedy, Mystery",Movie,1,6.61,260,5.666666666666667,,,,,1.0,1.0,,
4799,"Comedy, Music, Slice of Life",TV,13,6.61,12064,4.931880108991826,,1.0,,,1.0,,,
4800,"Comedy, Kids",TV,16,6.61,336,5.0,,,,,1.0,,,
4801,"Romance, Shoujo",OVA,14,6.61,1846,5.166666666666667,,1.0,,,,,,
4802,"Adventure, Drama, Mystery, Supernatural",Special,1,6.61,5230,4.75886524822695,1.0,,1.0,,1.0,1.0,,
4803,"Action, Adventure, Comedy, Fantasy, Kids",TV,20,6.61,12499,4.782407407407407,,,1.0,1.0,1.0,,,
4804,"Adventure, Comedy, Fantasy, Kids",Special,1,6.61,3088,4.074766355140187,,,1.0,,1.0,,,
4805,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,2201,4.7176470588235295,,1.0,1.0,1.0,1.0,1.0,,
4806,"Comedy, School, Supernatural",Special,4,6.61,7550,4.959893048128342,,1.0,1.0,,1.0,,,
4807,"Comedy, Historical",Special,5,6.61,1993,4.275862068965517,1.0,,,,1.0,,,
4808,"Adventure, Comedy, Fantasy",Special,1,6.61,1041,4.52,,,1.0,,1.0,,,
4809,"Adventure, Comedy, Fantasy",Special,1,6.61,1035,3.9583333333333335,,,1.0,,1.0,,,
4810,"Comedy, Fantasy",Special,2,6.61,1748,3.0,,,1.0,,1.0,,,
4811,Comedy,Special,6,6.61,4545,3.375,,,,,1.0,,,
4812,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,1603,4.703125,,,1.0,1.0,1.0,,,
4813,"Fantasy, Shoujo",OVA,1,6.6,15956,4.4949324324324325,,1.0,1.0,,,,,
4814,"Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,1896,5.361111111111111,1.0,,1.0,,1.0,,,
4815,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3,6.6,3790,4.98941798941799,1.0,,1.0,1.0,1.0,1.0,1.0,
4816,"Action, Cars, Sci-Fi",TV,25,6.6,199,2.3333333333333335,,,1.0,1.0,,1.0,,
4817,Sci-Fi,Special,1,6.6,5171,5.0398550724637685,,,1.0,,,,,
4818,"Comedy, Ecchi, Romance, Supernatural",Special,1,6.6,11869,4.280289330922242,,1.0,1.0,,1.0,,1.0,
4819,"Comedy, Drama, Romance",Movie,1,6.6,1343,5.5588235294117645,1.0,1.0,,,1.0,,,
4820,"Fantasy, Kids",Movie,1,6.6,362,2.9444444444444446,,,1.0,,1.0,,,
4821,"Comedy, Game",TV,13,6.6,7440,5.254310344827586,,,,,1.0,1.0,,
4822,Ecchi,Special,2,6.6,3703,4.431372549019608,,,,,,,1.0,
4823,"Fantasy, Seinen",ONA,1,6.6,3083,4.2560975609756095,1.0,,1.0,,,,,
4824,"Action, Comedy, Shounen, Sports",Special,1,6.6,406,4.166666666666667,,,,1.0,1.0,,,
4825,"Adventure, Comedy, Drama",TV,55,6.6,438,4.684210526315789,1.0,,,,1.0,,,
4826,"Historical, Shounen",Special,1,6.6,614,4.294117647058823,1.0,,,,1.0,,,
4827,Music,Special,1,6.59,1291,3.6666666666666665,,,,,1.0,,,
4828,"Action, Mecha, Sci-Fi",ONA,1,6.6,2219,4.46067415730337,,,1.0,1.0,,,,
4829,"School, Slice of Life",Special,1,6.6,2068,4.263736263736264,,1.0,,,,,,
4830,"Action, Comedy, School, Sci-Fi",TV,12,6.6,3931,4.676056338028169,,1.0,1.0,1.0,1.0,,,
4831,"Action, Mecha, Sci-Fi, Space",TV,49,6.6,18031,5.466539196940727,,,1.0,1.0,,,,
4832,"Fantasy, Horror",OVA,1,6.6,716,2.4285714285714284,1.0,,1.0,,,,,
4833,"Comedy, Slice of Life",Special,1,6.6,11094,4.756505576208179,,1.0,,,1.0,,,
4834,"Action, Comedy, Drama, Fantasy, Magic",TV,12,6.6,16596,4.96711509715994,1.0,,1.0,1.0,1.0,,,
4835,"Action, Comedy, Parody, Romance",TV,13,6.6,2173,4.333333333333333,,1.0,,1.0,1.0,,,
4836,"Comedy, Ecchi, School, Sports",Special,1,6.6,2148,4.043478260869565,,1.0,,1.0,1.0,,1.0,
4837,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1,6.6,298,3.25,1.0,1.0,,1.0,1.0,,,
4838,"Adventure, Fantasy",TV,26,6.6,3838,4.419354838709677,,,1.0,,1.0,,,
4839,"Comedy, Fantasy, Supernatural",Special,1,6.6,3965,3.560747663551402,,,1.0,,1.0,,,
4840,"Adventure, Comedy, Fantasy",ONA,3,6.6,1763,4.958333333333333,,,1.0,,1.0,,,
4841,"Comedy, Ecchi, School, Sports",TV,12,6.6,16068,5.4414587332053745,,1.0,,1.0,1.0,,1.0,
4842,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,2291,5.375,,1.0,,,1.0,,,1.0
4843,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.6,289,1.25,1.0,,1.0,1.0,,1.0,,
4844,"Military, School, Sports",TV,13,6.6,36235,5.387420237010027,,1.0,,1.0,,1.0,,
4845,"Adventure, Shounen",Movie,1,6.6,8906,5.1763727121464225,,,,,1.0,,,
4846,"Action, Adventure, Fantasy, Magic",TV,39,6.6,577,4.111111111111111,,,1.0,1.0,1.0,,,
4847,"Adventure, Comedy, Kids",Movie,1,6.6,962,4.260869565217392,,,,,1.0,,,
4848,"Adventure, Comedy, Kids",OVA,1,6.6,745,4.125,,,,,1.0,,,
4849,"Adventure, Fantasy, Kids, Slice of Life",Special,1,6.6,1113,2.4444444444444446,,1.0,1.0,,1.0,,,
4850,"Action, Adventure, Comedy, Drama",TV,12,6.6,22662,5.517311608961304,1.0,,,1.0,1.0,,,
4851,"Romance, School, Shoujo",OVA,8,6.59,6211,5.220779220779221,,1.0,,,,,,
4852,"Adventure, Kids",Movie,1,6.59,520,1.3333333333333333,,,,,1.0,,,
4853,"Action, Mecha, Sci-Fi",Special,1,6.59,2508,4.669291338582677,,,1.0,1.0,,,,
4854,Comedy,Movie,1,6.59,260,4.0,,,,,1.0,,,
4855,"Action, Sci-Fi, Seinen",Movie,1,6.59,1742,5.2592592592592595,1.0,,1.0,1.0,,,,
4856,"Adventure, Cars, Shounen, Sports",Special,1,6.59,344,4.333333333333333,,,,1.0,1.0,1.0,,
4857,"Comedy, Romance, Shounen, Slice of Life",TV,13,6.59,15026,5.126436781609195,,1.0,,,1.0,,,
4858,"Comedy, Fantasy, Slice of Life",TV,6,6.59,796,4.0,,1.0,1.0,,1.0,,,
4859,"Adventure, Comedy, Historical, Kids",TV,78,6.59,1452,4.016393442622951,1.0,,,,1.0,,,
4860,"Comedy, Romance, School, Shoujo, Slice of Life",TV,39,6.59,752,-1.0,,1.0,,,1.0,,,
4861,"Action, Cars, Mecha, Shounen",TV,51,6.58,3183,4.478260869565218,,,1.0,1.0,1.0,1.0,,
4862,"Action, Sci-Fi, Space",Movie,1,6.59,1003,4.291666666666667,,,1.0,1.0,,,,
4863,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.59,483,0.3333333333333333,,,1.0,,1.0,,,
4864,"Comedy, School",TV,25,6.59,5208,5.040404040404041,,1.0,,,1.0,,,
4865,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3,6.59,1407,5.555555555555555,,,1.0,1.0,1.0,,,
4866,"Military, School",Special,2,6.59,11042,4.705673758865248,,1.0,,,,1.0,,
4867,School,TV,50,6.59,393,4.761904761904762,,1.0,,,,,,
4868,"Comedy, Sci-Fi",TV,13,6.59,19502,5.164677804295943,,,1.0,,1.0,,,
4869,"Drama, Historical",Movie,1,6.59,395,5.0,1.0,,,,,,,
4870,"Comedy, School, Slice of Life",TV,13,6.59,40413,5.190585533869116,,1.0,,,1.0,,,
4871,"Action, Adventure, Mystery, Police",TV,12,6.59,2388,5.741176470588235,,,,1.0,1.0,1.0,,
4872,"Action, Fantasy",Special,1,6.59,14410,4.680327868852459,,,1.0,1.0,,,,
4873,Romance,OVA,1,6.59,333,3.5,,1.0,,,,,,
4874,"Action, Mecha, Sci-Fi",ONA,1,6.59,2062,4.558139534883721,,,1.0,1.0,,,,
4875,"Adventure, Sports",TV,38,6.59,3533,4.928571428571429,,,,1.0,1.0,,,
4876,Slice of Life,ONA,10,6.59,12077,5.341708542713568,,1.0,,,,,,
4877,"Comedy, Slice of Life",ONA,60,6.59,13801,5.028925619834711,,1.0,,,1.0,,,
4878,Fantasy,Movie,1,6.59,2265,4.716981132075472,,,1.0,,,,,
4879,"Comedy, Magic, Parody",Special,1,6.59,3397,4.818181818181818,,,1.0,,1.0,,,
4880,"Drama, Historical",Movie,1,6.59,392,5.230769230769231,1.0,,,,,,,
4881,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.59,2213,4.468085106382978,,,1.0,,1.0,,,
4882,"Action, Adventure, Sci-Fi",OVA,3,6.59,1979,4.9186046511627906,,,1.0,1.0,1.0,,,
4883,"Action, Adventure, Fantasy, Shounen",TV,97,6.59,22684,5.1726190476190474,,,1.0,1.0,1.0,,,
4884,"Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.59,1608,4.741379310344827,,,1.0,,1.0,,,
4885,"Action, Comedy, Ecchi",OVA,1,6.59,6920,5.010309278350515,,,,1.0,1.0,,1.0,
4886,"Action, Adventure, Game, Martial Arts",Movie,1,6.59,682,5.0,,,,1.0,1.0,1.0,,
4887,"Adventure, Drama, Fantasy",TV,13,6.59,1865,4.6923076923076925,1.0,,1.0,,1.0,,,
4888,"Comedy, Mystery, Super Power",Special,2,6.59,3755,4.516393442622951,,,,,1.0,1.0,,
4889,"Adventure, Fantasy, Shounen",TV,27,6.59,709,4.08,,,1.0,,1.0,,,
4890,Music,Music,1,6.59,3519,3.9489795918367347,,,,,1.0,,,
4891,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.59,7087,4.621621621621622,,,1.0,,1.0,,,
4892,"Comedy, Mecha, Police, Sci-Fi",TV,12,6.58,10517,4.6,,,1.0,,1.0,1.0,,
4893,"Comedy, Historical, Shoujo",TV,51,6.58,407,3.5,1.0,1.0,,,1.0,,,
4894,"Adventure, Sci-Fi, Shounen, Supernatural",TV,39,6.58,655,3.8333333333333335,,,1.0,,1.0,,,
4895,Action,Special,1,6.58,1876,4.421052631578948,,,,1.0,,,,
4896,"Harem, Romance, Shoujo",TV,12,6.58,74069,5.018898271009248,,1.0,,,,,,
4897,"Adventure, Fantasy, Game, Shounen",TV,39,6.58,617,4.642857142857143,,,1.0,,1.0,1.0,,
4898,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.58,409,4.75,,,1.0,,1.0,,,
4899,"Cars, Shounen, Sports",TV,50,6.58,700,4.888888888888889,,,,1.0,1.0,1.0,,
4900,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,6.58,11765,4.613636363636363,,,1.0,1.0,1.0,,,
4901,Kids,Movie,1,6.58,312,4.071428571428571,,,,,1.0,,,
4902,"Drama, Sci-Fi, Shounen, Sports",OVA,2,6.58,338,-1.0,1.0,,1.0,1.0,1.0,,,
4903,"Action, Comedy, Parody, Sci-Fi",TV,51,6.58,477,0.5,,,1.0,1.0,1.0,,,
4904,"Horror, Shoujo",OVA,6,6.58,328,4.857142857142857,1.0,1.0,,,,,,
4905,"Mystery, Parody",OVA,4,6.58,46712,5.049329758713137,,,,,1.0,1.0,,
4906,"Comedy, Romance",TV,13,6.58,7275,4.817021276595745,,1.0,,,1.0,,,
4907,"Adventure, Historical, Shoujo",TV,29,6.58,386,2.0,1.0,1.0,,,1.0,,,
4908,"Action, Fantasy, Mecha, Super Power",TV,26,6.58,855,4.545454545454546,,,1.0,1.0,1.0,,,
4909,"Action, Adventure, Sci-Fi, Shounen",TV,52,6.58,903,5.631578947368421,,,1.0,1.0,1.0,,,
4910,"Action, Adventure, Comedy, Kids, Super Power",OVA,12,6.58,350,3.5833333333333335,,,,1.0,1.0,,,
4911,"Comedy, Harem, Romance, School",TV,13,6.58,74634,5.285362853628536,,1.0,,,1.0,,,
4912,Ecchi,Special,12,6.58,19232,4.7483506126295945,,,,,,,1.0,
4913,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.58,1121,4.414634146341464,,,1.0,1.0,1.0,,,
4914,Comedy,Movie,1,6.58,459,6.0,,,,,1.0,,,
4915,"Fantasy, Music",Music,1,6.58,1242,5.582089552238806,,,1.0,,1.0,,,
4916,"Adventure, Fantasy",TV,26,6.58,279,2.5,,,1.0,,1.0,,,
4917,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.58,498,5.625,,1.0,1.0,,1.0,,,
4918,"Action, Mystery, Sci-Fi, Seinen",OVA,1,6.58,2670,5.222222222222222,1.0,,1.0,1.0,,1.0,,
4919,"Adventure, Kids",TV,20,6.58,833,5.833333333333333,,,,,1.0,,,
4920,"Action, Fantasy, Game",ONA,1,6.58,313,4.75,,,1.0,1.0,,1.0,,
4921,"Comedy, Kids",TV,16,6.58,314,4.75,,,,,1.0,,,
4922,Comedy,OVA,1,6.58,187,3.0,,,,,1.0,,,
4923,"Comedy, Fantasy, Magic",TV,52,6.58,741,4.2631578947368425,,,1.0,,1.0,,,
4924,"Comedy, Fantasy, Magic, Romance",OVA,2,6.58,1270,5.295774647887324,,1.0,1.0,,1.0,,,
4925,"Adventure, Comedy, Fantasy, Kids",Special,1,6.58,3786,4.0,,,1.0,,1.0,,,
4926,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,2535,3.989130434782609,,,1.0,,1.0,,,
4927,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,6.58,988,4.1875,,1.0,1.0,1.0,1.0,,,
4928,"Adventure, Fantasy",Movie,1,6.58,573,5.0,,,1.0,,1.0,,,
4929,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26,6.58,14714,4.901328273244782,1.0,1.0,,,1.0,,,
4930,"Action, Seinen",OVA,3,6.58,246,4.5,1.0,,,1.0,,,,
4931,"Action, Drama, Police, School, Shoujo",OVA,2,6.58,1663,5.5,1.0,1.0,,1.0,,1.0,,
4932,"Comedy, School, Shounen, Sports",Special,2,6.58,1977,4.880952380952381,,1.0,,1.0,1.0,,,
4933,"Music, School, Slice of Life",Music,1,6.58,653,5.423076923076923,,1.0,,,1.0,,,
4934,"Comedy, Music",Special,1,6.57,1802,4.294117647058823,,,,,1.0,,,
4935,Fantasy,OVA,1,6.58,2426,5.579710144927536,,,1.0,,,,,
4936,"Comedy, Ecchi, Military, School, Seinen",OVA,1,6.58,10076,5.007797270955166,1.0,1.0,,,1.0,1.0,1.0,
4937,Music,Music,1,6.58,1174,4.7368421052631575,,,,,1.0,,,
4938,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",OVA,2,6.58,243,4.666666666666667,,,1.0,1.0,1.0,,,
4939,"Comedy, Magic",TV,12,6.58,17422,5.291600633914421,,,1.0,,1.0,,,
4940,"Action, Fantasy, Game, Shounen",TV,73,6.58,22480,5.116451016635859,,,1.0,1.0,1.0,1.0,,
4941,"Romance, Shoujo",OVA,1,6.57,26923,5.096850861556744,,1.0,,,,,,
4942,"Comedy, Kids, Slice of Life",TV,26,6.57,2482,5.228260869565218,,1.0,,,1.0,,,
4943,"Drama, Military",OVA,3,6.57,924,6.181818181818182,1.0,,,,,1.0,,
4944,Comedy,TV,26,6.57,832,5.0,,,,,1.0,,,
4945,"Drama, Music, Romance, Slice of Life",Music,1,6.57,261,3.2,1.0,1.0,,,1.0,,,
4946,"Comedy, Horror, Mystery, Supernatural",OVA,10,6.57,452,1.8,1.0,,1.0,,1.0,1.0,,
4947,"Comedy, Sci-Fi",TV,13,6.57,3551,4.464285714285714,,,1.0,,1.0,,,
